snapshot_date,account_id,active_users_7d,conversations_7d,ai_suggestions_accepted_7d,tickets_7d,escalations_7d,renewal_due_in_30d_flag,churned_flag
2025-01-31,acct_00000139,1,0,0,0,0,0,0
2025-02-01,acct_00000139,1,0,0,0,0,0,0
2025-02-02,acct_00000139,1,0,0,0,0,0,0
2025-02-03,acct_00000139,2,0,0,0,0,0,0
2025-02-04,acct_00000139,2,1,1,1,0,0,0
2025-02-05,acct_00000139,2,1,1,1,0,0,0
2025-02-06,acct_00000139,4,1,2,1,0,0,0
2025-02-07,acct_00000139,4,1,2,1,0,0,0
2025-02-08,acct_00000139,5,1,2,1,0,0,0
2025-02-09,acct_00000139,5,1,3,1,0,0,0
2025-02-10,acct_00000139,6,1,5,1,0,0,0
2025-02-11,acct_00000139,7,1,5,1,0,0,0
2025-02-12,acct_00000139,7,2,6,2,0,0,0
2025-02-13,acct_00000139,9,2,5,2,0,0,0
2025-02-14,acct_00000139,11,2,7,2,0,0,0
2025-02-15,acct_00000139,10,2,7,2,0,0,0
2025-02-16,acct_00000139,10,2,6,2,0,0,0
2025-02-17,acct_00000139,10,3,5,3,0,0,0
2025-02-18,acct_00000139,9,2,5,2,0,0,0
2025-02-19,acct_00000139,9,1,4,1,0,0,0
2025-02-20,acct_00000139,9,1,4,1,0,0,0
2025-02-21,acct_00000139,8,1,2,1,0,0,0
2025-02-22,acct_00000139,7,1,2,1,0,0,0
2025-02-23,acct_00000139,7,1,2,1,0,0,0
2025-02-24,acct_00000139,7,1,2,1,0,0,0
2025-02-25,acct_00000139,7,1,1,1,0,0,0
2025-02-26,acct_00000139,7,1,1,1,0,0,0
2025-02-27,acct_00000139,7,1,1,1,0,0,0
2025-02-28,acct_00000139,7,1,1,1,0,0,0
2025-03-01,acct_00000139,7,2,1,2,0,0,0
2025-03-02,acct_00000139,6,3,1,3,0,0,0
2025-03-03,acct_00000139,3,2,0,2,0,0,0
2025-03-04,acct_00000139,3,2,0,2,0,0,0
2025-03-05,acct_00000139,3,2,0,2,0,0,0
2025-03-06,acct_00000139,3,2,0,2,0,0,0
2025-03-07,acct_00000139,2,2,0,2,0,0,0
2025-03-08,acct_00000139,1,1,0,1,0,0,0
2025-03-09,acct_00000139,0,0,0,0,0,0,0
2025-03-10,acct_00000139,0,0,0,0,0,0,0
2025-03-11,acct_00000139,0,0,0,0,0,0,0
2025-03-12,acct_00000139,0,0,0,0,0,0,0
2025-03-13,acct_00000139,0,0,0,0,0,0,0
2025-03-14,acct_00000139,1,1,0,1,0,0,0
2025-03-15,acct_00000139,1,1,0,1,0,0,0
2025-03-16,acct_00000139,1,1,0,1,0,0,0
2025-03-17,acct_00000139,2,2,0,2,0,0,0
2025-03-18,acct_00000139,3,3,0,3,0,0,0
2025-03-19,acct_00000139,5,5,0,5,1,0,0
2025-03-20,acct_00000139,7,8,0,8,1,0,0
2025-03-21,acct_00000139,6,8,0,8,1,0,0
2025-03-22,acct_00000139,6,10,0,10,2,0,0
2025-03-23,acct_00000139,6,10,0,10,2,0,0
2025-03-24,acct_00000139,6,12,0,12,3,0,0
2025-03-25,acct_00000139,6,11,0,11,3,0,0
2025-03-26,acct_00000139,7,10,0,10,2,0,0
2025-03-27,acct_00000139,8,10,0,10,2,1,0
2025-03-28,acct_00000139,7,10,0,10,2,1,0
2025-03-29,acct_00000139,6,10,0,10,2,1,0
2025-03-30,acct_00000139,6,10,0,10,2,1,0
2025-03-31,acct_00000139,7,9,0,9,1,1,0
2025-04-01,acct_00000139,7,9,0,9,1,1,0
2025-04-02,acct_00000139,8,9,0,9,2,1,0
2025-04-03,acct_00000139,9,14,0,14,5,1,1
2025-04-04,acct_00000139,9,13,0,13,5,1,1
2025-04-05,acct_00000139,8,11,0,11,4,1,1
2025-04-06,acct_00000139,8,11,0,11,4,1,1
2025-04-07,acct_00000139,7,9,0,9,4,1,1
2025-04-08,acct_00000139,7,9,0,9,4,1,1
2025-04-09,acct_00000139,6,8,0,8,3,1,1
2025-04-10,acct_00000139,0,0,0,0,0,1,1
2025-04-11,acct_00000139,0,0,0,0,0,1,1
2025-04-12,acct_00000139,0,0,0,0,0,1,1
2025-04-13,acct_00000139,0,0,0,0,0,1,1
2025-04-14,acct_00000139,0,0,0,0,0,1,1
2025-04-15,acct_00000139,0,0,0,0,0,1,1
2025-04-16,acct_00000139,0,0,0,0,0,1,1
2025-04-17,acct_00000139,0,0,0,0,0,1,1
2025-04-18,acct_00000139,0,0,0,0,0,1,1
2025-04-19,acct_00000139,0,0,0,0,0,1,1
2025-04-20,acct_00000139,0,0,0,0,0,1,1
2025-04-21,acct_00000139,0,0,0,0,0,1,1
2025-04-22,acct_00000139,0,0,0,0,0,1,1
2025-04-23,acct_00000139,0,0,0,0,0,1,1
2025-04-24,acct_00000139,0,0,0,0,0,1,1
2025-04-25,acct_00000139,0,0,0,0,0,1,1
2025-04-26,acct_00000139,0,0,0,0,0,1,1
2025-04-27,acct_00000139,0,0,0,0,0,0,1
2025-04-28,acct_00000139,0,0,0,0,0,0,1
2025-04-29,acct_00000139,0,0,0,0,0,0,1
2025-04-30,acct_00000139,0,0,0,0,0,0,1
2025-01-01,acct_00000140,0,0,0,0,0,0,0
2025-01-02,acct_00000140,0,0,0,0,0,0,0
2025-01-03,acct_00000140,0,0,0,0,0,0,0
2025-01-04,acct_00000140,0,0,0,0,0,0,0
2025-01-05,acct_00000140,0,0,0,0,0,0,0
2025-01-06,acct_00000140,0,0,0,0,0,0,0
2025-01-07,acct_00000140,1,2,0,2,0,0,0
2025-01-08,acct_00000140,2,3,0,3,0,0,0
2025-01-09,acct_00000140,2,4,0,4,0,0,0
2025-01-10,acct_00000140,4,4,0,4,0,0,0
2025-01-11,acct_00000140,4,5,0,5,0,0,0
2025-01-12,acct_00000140,4,6,0,6,0,0,0
2025-01-13,acct_00000140,5,7,0,7,0,0,0
2025-01-14,acct_00000140,5,6,2,6,0,0,0
2025-01-15,acct_00000140,6,5,3,5,0,0,0
2025-01-16,acct_00000140,6,4,3,4,0,0,0
2025-01-17,acct_00000140,6,5,3,5,0,0,0
2025-01-18,acct_00000140,6,4,3,4,0,0,0
2025-01-19,acct_00000140,8,4,3,4,0,0,0
2025-01-20,acct_00000140,9,3,3,3,0,0,0
2025-01-21,acct_00000140,9,3,1,3,1,0,0
2025-01-22,acct_00000140,10,3,0,3,1,0,0
2025-01-23,acct_00000140,10,3,1,3,1,0,0
2025-01-24,acct_00000140,9,2,1,2,1,0,0
2025-01-25,acct_00000140,8,3,4,3,1,0,0
2025-01-26,acct_00000140,9,2,4,2,1,0,0
2025-01-27,acct_00000140,8,2,4,2,1,0,0
2025-01-28,acct_00000140,10,1,5,1,0,0,0
2025-01-29,acct_00000140,11,2,6,2,0,0,0
2025-01-30,acct_00000140,10,3,5,3,0,0,0
2025-01-31,acct_00000140,9,3,5,3,0,0,0
2025-02-01,acct_00000140,9,2,2,2,0,0,0
2025-02-02,acct_00000140,10,2,2,2,0,0,0
2025-02-03,acct_00000140,10,2,2,2,0,0,0
2025-02-04,acct_00000140,9,2,1,2,0,0,0
2025-02-05,acct_00000140,7,1,0,1,0,0,0
2025-02-06,acct_00000140,7,0,1,0,0,0,0
2025-02-07,acct_00000140,7,0,1,0,0,0,0
2025-02-08,acct_00000140,4,0,1,0,0,0,0
2025-02-09,acct_00000140,3,0,1,0,0,0,0
2025-02-10,acct_00000140,3,0,2,0,0,0,0
2025-02-11,acct_00000140,2,0,3,0,0,0,0
2025-02-12,acct_00000140,2,0,3,0,0,0,0
2025-02-13,acct_00000140,2,0,2,0,0,0,0
2025-02-14,acct_00000140,3,0,2,0,0,0,0
2025-02-15,acct_00000140,4,1,2,1,0,0,0
2025-02-16,acct_00000140,4,1,2,1,0,0,0
2025-02-17,acct_00000140,4,1,1,1,0,0,0
2025-02-18,acct_00000140,4,1,0,1,0,0,0
2025-02-19,acct_00000140,3,1,0,1,0,0,0
2025-02-20,acct_00000140,3,1,0,1,0,0,0
2025-02-21,acct_00000140,3,1,0,1,0,0,0
2025-02-22,acct_00000140,2,0,0,0,0,0,0
2025-02-23,acct_00000140,2,0,0,0,0,0,0
2025-02-24,acct_00000140,2,0,0,0,0,0,0
2025-02-25,acct_00000140,2,0,0,0,0,0,0
2025-02-26,acct_00000140,2,1,0,1,1,0,0
2025-02-27,acct_00000140,3,1,1,1,1,0,0
2025-02-28,acct_00000140,3,1,1,1,1,0,0
2025-03-01,acct_00000140,3,1,1,1,1,0,0
2025-03-02,acct_00000140,3,1,1,1,1,0,0
2025-03-03,acct_00000140,5,3,1,3,1,0,0
2025-03-04,acct_00000140,5,3,1,3,1,0,0
2025-03-05,acct_00000140,4,2,1,2,0,0,0
2025-03-06,acct_00000140,5,3,0,3,1,0,0
2025-03-07,acct_00000140,5,3,1,3,1,0,0
2025-03-08,acct_00000140,5,4,1,4,1,1,0
2025-03-09,acct_00000140,5,4,1,4,1,1,0
2025-03-10,acct_00000140,4,2,1,2,1,1,0
2025-03-11,acct_00000140,5,3,1,3,1,1,0
2025-03-12,acct_00000140,5,3,1,3,1,1,0
2025-03-13,acct_00000140,5,3,1,3,0,1,0
2025-03-14,acct_00000140,4,3,0,3,0,1,0
2025-03-15,acct_00000140,3,2,0,2,0,1,0
2025-03-16,acct_00000140,3,2,0,2,0,1,0
2025-03-17,acct_00000140,3,2,0,2,0,1,0
2025-03-18,acct_00000140,2,1,0,1,0,1,0
2025-03-19,acct_00000140,3,2,1,2,1,1,0
2025-03-20,acct_00000140,2,1,1,1,1,1,0
2025-03-21,acct_00000140,2,1,1,1,1,1,0
2025-03-22,acct_00000140,2,1,1,1,1,1,0
2025-03-23,acct_00000140,3,2,1,2,1,1,0
2025-03-24,acct_00000140,3,2,1,2,1,1,0
2025-03-25,acct_00000140,3,2,1,2,1,1,0
2025-03-26,acct_00000140,2,1,0,1,0,1,0
2025-03-27,acct_00000140,3,2,0,2,1,1,0
2025-03-28,acct_00000140,3,2,0,2,1,1,0
2025-03-29,acct_00000140,3,2,0,2,1,1,0
2025-03-30,acct_00000140,3,2,0,2,2,1,0
2025-03-31,acct_00000140,3,2,0,2,2,1,0
2025-04-01,acct_00000140,3,2,0,2,2,1,0
2025-04-02,acct_00000140,3,2,0,2,2,1,0
2025-04-03,acct_00000140,2,1,0,1,1,1,0
2025-04-04,acct_00000140,2,1,0,1,1,1,0
2025-04-05,acct_00000140,2,1,0,1,1,1,0
2025-04-06,acct_00000140,1,0,0,0,0,1,0
2025-04-07,acct_00000140,1,0,0,0,0,1,0
2025-04-08,acct_00000140,1,0,0,0,0,0,0
2025-04-09,acct_00000140,1,0,0,0,0,0,0
2025-04-10,acct_00000140,1,0,0,0,0,0,0
2025-04-11,acct_00000140,1,0,0,0,0,0,0
2025-04-12,acct_00000140,1,0,1,0,0,0,0
2025-04-13,acct_00000140,1,0,1,0,0,0,0
2025-04-14,acct_00000140,1,0,1,0,0,0,0
2025-04-15,acct_00000140,3,2,1,2,0,0,0
2025-04-16,acct_00000140,4,3,1,3,1,0,0
2025-04-17,acct_00000140,4,3,1,3,1,0,0
2025-04-18,acct_00000140,4,3,1,3,1,0,0
2025-04-19,acct_00000140,4,3,0,3,1,0,0
2025-04-20,acct_00000140,5,4,0,4,1,0,0
2025-04-21,acct_00000140,5,4,0,4,1,0,0
2025-04-22,acct_00000140,3,2,0,2,1,0,0
2025-04-23,acct_00000140,1,1,0,1,0,0,0
2025-04-24,acct_00000140,1,1,0,1,0,0,0
2025-04-25,acct_00000140,1,1,0,1,0,0,0
2025-04-26,acct_00000140,2,2,0,2,0,0,0
2025-04-27,acct_00000140,1,1,0,1,0,0,0
2025-04-28,acct_00000140,2,2,0,2,1,0,0
2025-04-29,acct_00000140,2,2,0,2,1,0,0
2025-04-30,acct_00000140,2,2,0,2,1,0,0
2025-01-01,acct_00000141,0,0,0,0,0,0,0
2025-01-02,acct_00000141,0,0,0,0,0,0,0
2025-01-03,acct_00000141,0,0,0,0,0,0,0
2025-01-04,acct_00000141,0,0,0,0,0,0,0
2025-01-05,acct_00000141,0,0,0,0,0,0,0
2025-01-06,acct_00000141,0,0,0,0,0,0,0
2025-01-07,acct_00000141,0,0,0,0,0,0,0
2025-01-08,acct_00000141,0,0,0,0,0,0,0
2025-01-09,acct_00000141,0,0,0,0,0,0,0
2025-01-10,acct_00000141,0,0,0,0,0,0,0
2025-01-11,acct_00000141,0,0,0,0,0,0,0
2025-01-12,acct_00000141,0,0,0,0,0,0,0
2025-01-13,acct_00000141,0,0,0,0,0,0,0
2025-01-14,acct_00000141,0,0,0,0,0,0,0
2025-01-15,acct_00000141,0,0,0,0,0,0,0
2025-01-16,acct_00000141,0,0,0,0,0,0,0
2025-01-17,acct_00000141,0,0,0,0,0,0,0
2025-01-18,acct_00000141,0,0,0,0,0,0,0
2025-01-19,acct_00000141,0,0,0,0,0,0,0
2025-01-20,acct_00000141,0,0,0,0,0,0,0
2025-01-21,acct_00000141,0,0,0,0,0,0,0
2025-01-22,acct_00000141,0,0,0,0,0,0,0
2025-01-23,acct_00000141,0,0,0,0,0,0,0
2025-01-24,acct_00000141,0,0,0,0,0,0,0
2025-01-25,acct_00000141,0,0,0,0,0,0,0
2025-01-26,acct_00000141,0,0,0,0,0,0,0
2025-01-27,acct_00000141,0,0,0,0,0,0,0
2025-01-28,acct_00000141,0,0,0,0,0,0,0
2025-01-29,acct_00000141,0,0,0,0,0,0,0
2025-01-30,acct_00000141,0,0,0,0,0,0,0
2025-01-31,acct_00000141,0,0,0,0,0,0,0
2025-02-01,acct_00000141,0,0,0,0,0,0,0
2025-02-02,acct_00000141,0,0,0,0,0,0,0
2025-02-03,acct_00000141,0,0,0,0,0,0,0
2025-02-04,acct_00000141,0,0,0,0,0,0,0
2025-02-05,acct_00000141,0,0,0,0,0,0,0
2025-02-06,acct_00000141,0,0,0,0,0,0,0
2025-02-07,acct_00000141,2,0,0,0,0,0,0
2025-02-08,acct_00000141,3,0,0,0,0,0,0
2025-02-09,acct_00000141,3,0,0,0,0,0,0
2025-02-10,acct_00000141,6,0,1,0,0,0,0
2025-02-11,acct_00000141,6,0,2,0,0,0,0
2025-02-12,acct_00000141,8,0,3,0,0,0,0
2025-02-13,acct_00000141,9,0,3,0,0,0,0
2025-02-14,acct_00000141,9,0,5,0,0,0,0
2025-02-15,acct_00000141,9,0,5,0,0,0,0
2025-02-16,acct_00000141,9,0,5,0,0,0,0
2025-02-17,acct_00000141,9,0,4,0,0,0,0
2025-02-18,acct_00000141,8,0,3,0,0,0,0
2025-02-19,acct_00000141,7,0,2,0,0,0,0
2025-02-20,acct_00000141,6,0,2,0,0,0,0
2025-02-21,acct_00000141,7,0,1,0,0,0,0
2025-02-22,acct_00000141,7,0,2,0,0,0,0
2025-02-23,acct_00000141,6,1,2,1,0,0,0
2025-02-24,acct_00000141,6,1,2,1,0,0,0
2025-02-25,acct_00000141,6,1,2,1,0,0,0
2025-02-26,acct_00000141,6,1,2,1,0,0,0
2025-02-27,acct_00000141,6,2,3,2,0,0,0
2025-02-28,acct_00000141,5,2,3,2,0,0,0
2025-03-01,acct_00000141,5,2,2,2,0,0,0
2025-03-02,acct_00000141,5,1,2,1,0,0,0
2025-03-03,acct_00000141,4,1,2,1,0,0,0
2025-03-04,acct_00000141,4,1,2,1,0,0,0
2025-03-05,acct_00000141,4,1,3,1,0,0,0
2025-03-06,acct_00000141,4,0,2,0,0,0,0
2025-03-07,acct_00000141,3,0,1,0,0,0,0
2025-03-08,acct_00000141,4,0,1,0,0,0,0
2025-03-09,acct_00000141,4,0,1,0,0,0,0
2025-03-10,acct_00000141,4,0,1,0,0,0,0
2025-03-11,acct_00000141,5,1,1,1,0,0,0
2025-03-12,acct_00000141,3,1,0,1,0,0,0
2025-03-13,acct_00000141,4,2,0,2,0,0,0
2025-03-14,acct_00000141,4,2,0,2,0,0,0
2025-03-15,acct_00000141,3,2,0,2,0,0,0
2025-03-16,acct_00000141,3,2,0,2,0,0,0
2025-03-17,acct_00000141,4,2,1,2,0,0,0
2025-03-18,acct_00000141,3,1,1,1,0,0,0
2025-03-19,acct_00000141,3,1,1,1,0,0,0
2025-03-20,acct_00000141,2,0,2,0,0,0,0
2025-03-21,acct_00000141,2,0,3,0,0,0,0
2025-03-22,acct_00000141,2,0,3,0,0,0,0
2025-03-23,acct_00000141,2,0,3,0,0,0,0
2025-03-24,acct_00000141,3,1,2,1,0,0,0
2025-03-25,acct_00000141,3,1,2,1,0,0,0
2025-03-26,acct_00000141,3,1,2,1,0,0,0
2025-03-27,acct_00000141,3,1,1,1,0,0,0
2025-03-28,acct_00000141,4,2,0,2,0,0,0
2025-03-29,acct_00000141,4,2,0,2,0,0,0
2025-03-30,acct_00000141,4,2,0,2,0,0,0
2025-03-31,acct_00000141,3,1,0,1,0,0,0
2025-04-01,acct_00000141,3,1,0,1,0,0,0
2025-04-02,acct_00000141,3,3,0,3,0,0,0
2025-04-03,acct_00000141,3,3,0,3,0,1,0
2025-04-04,acct_00000141,3,2,0,2,0,1,0
2025-04-05,acct_00000141,3,2,0,2,0,1,0
2025-04-06,acct_00000141,3,2,0,2,0,1,0
2025-04-07,acct_00000141,4,3,0,3,0,1,0
2025-04-08,acct_00000141,4,3,0,3,0,1,0
2025-04-09,acct_00000141,2,1,0,1,0,1,0
2025-04-10,acct_00000141,3,2,0,2,0,1,0
2025-04-11,acct_00000141,3,2,0,2,0,1,0
2025-04-12,acct_00000141,3,2,0,2,0,1,0
2025-04-13,acct_00000141,3,2,0,2,0,1,0
2025-04-14,acct_00000141,2,1,0,1,0,1,0
2025-04-15,acct_00000141,3,2,0,2,0,1,0
2025-04-16,acct_00000141,3,2,0,2,0,1,0
2025-04-17,acct_00000141,2,1,0,1,0,1,0
2025-04-18,acct_00000141,2,2,0,2,0,1,0
2025-04-19,acct_00000141,2,2,0,2,0,1,0
2025-04-20,acct_00000141,2,2,0,2,0,1,0
2025-04-21,acct_00000141,3,3,0,3,0,1,0
2025-04-22,acct_00000141,2,2,0,2,0,1,0
2025-04-23,acct_00000141,3,3,0,3,0,1,0
2025-04-24,acct_00000141,3,3,0,3,0,1,0
2025-04-25,acct_00000141,3,2,0,2,0,1,0
2025-04-26,acct_00000141,3,2,0,2,0,1,0
2025-04-27,acct_00000141,3,2,0,2,0,1,0
2025-04-28,acct_00000141,2,1,0,1,0,1,0
2025-04-29,acct_00000141,2,1,0,1,0,1,0
2025-04-30,acct_00000141,1,0,0,0,0,1,0
2025-01-01,acct_00000142,0,0,0,0,0,0,0
2025-01-02,acct_00000142,0,0,0,0,0,0,0
2025-01-03,acct_00000142,0,0,0,0,0,0,0
2025-01-04,acct_00000142,0,0,0,0,0,0,0
2025-01-05,acct_00000142,0,0,0,0,0,0,0
2025-01-06,acct_00000142,0,0,0,0,0,0,0
2025-01-07,acct_00000142,1,2,0,2,0,0,0
2025-01-08,acct_00000142,1,3,0,3,0,0,0
2025-01-09,acct_00000142,2,3,1,3,0,0,0
2025-01-10,acct_00000142,3,3,2,3,0,0,0
2025-01-11,acct_00000142,3,3,3,3,0,0,0
2025-01-12,acct_00000142,3,3,3,3,0,0,0
2025-01-13,acct_00000142,3,3,4,3,0,0,0
2025-01-14,acct_00000142,3,2,4,2,0,0,0
2025-01-15,acct_00000142,3,1,4,1,0,0,0
2025-01-16,acct_00000142,3,2,3,2,0,0,0
2025-01-17,acct_00000142,3,2,2,2,0,0,0
2025-01-18,acct_00000142,6,2,1,2,0,0,0
2025-01-19,acct_00000142,6,2,2,2,0,0,0
2025-01-20,acct_00000142,6,2,1,2,0,0,0
2025-01-21,acct_00000142,5,1,2,1,0,0,0
2025-01-22,acct_00000142,5,2,2,2,1,0,0
2025-01-23,acct_00000142,5,2,4,2,1,0,0
2025-01-24,acct_00000142,8,3,5,3,1,0,0
2025-01-25,acct_00000142,8,3,5,3,1,0,0
2025-01-26,acct_00000142,8,4,4,4,1,0,0
2025-01-27,acct_00000142,9,4,5,4,1,0,0
2025-01-28,acct_00000142,11,5,5,5,2,0,0
2025-01-29,acct_00000142,11,4,7,4,1,0,0
2025-01-30,acct_00000142,12,3,5,3,1,0,0
2025-01-31,acct_00000142,13,2,4,2,1,0,0
2025-02-01,acct_00000142,14,3,5,3,1,0,0
2025-02-02,acct_00000142,13,2,7,2,1,0,0
2025-02-03,acct_00000142,12,3,7,3,1,0,0
2025-02-04,acct_00000142,10,2,7,2,0,0,0
2025-02-05,acct_00000142,10,2,6,2,0,0,0
2025-02-06,acct_00000142,10,2,8,2,0,0,0
2025-02-07,acct_00000142,10,2,10,2,0,0,0
2025-02-08,acct_00000142,9,1,10,1,0,0,0
2025-02-09,acct_00000142,9,1,9,1,0,0,0
2025-02-10,acct_00000142,9,0,8,0,0,0,0
2025-02-11,acct_00000142,8,0,8,0,0,0,0
2025-02-12,acct_00000142,8,0,7,0,0,0,0
2025-02-13,acct_00000142,6,0,6,0,0,0,0
2025-02-14,acct_00000142,6,0,4,0,0,0,0
2025-02-15,acct_00000142,5,1,4,1,0,0,0
2025-02-16,acct_00000142,5,1,4,1,0,0,0
2025-02-17,acct_00000142,4,1,4,1,0,0,0
2025-02-18,acct_00000142,4,1,3,1,0,0,0
2025-02-19,acct_00000142,4,1,4,1,0,0,0
2025-02-20,acct_00000142,4,1,3,1,0,0,0
2025-02-21,acct_00000142,4,1,5,1,0,0,0
2025-02-22,acct_00000142,3,0,5,0,0,0,0
2025-02-23,acct_00000142,3,0,4,0,0,0,0
2025-02-24,acct_00000142,3,0,5,0,0,0,0
2025-02-25,acct_00000142,3,0,5,0,0,0,0
2025-02-26,acct_00000142,3,0,4,0,0,0,0
2025-02-27,acct_00000142,3,0,4,0,0,0,0
2025-02-28,acct_00000142,3,0,2,0,0,0,0
2025-03-01,acct_00000142,2,0,1,0,0,0,0
2025-03-02,acct_00000142,2,0,2,0,0,0,0
2025-03-03,acct_00000142,2,0,1,0,0,0,0
2025-03-04,acct_00000142,2,0,1,0,0,0,0
2025-03-05,acct_00000142,2,0,1,0,0,0,0
2025-03-06,acct_00000142,3,1,1,1,0,0,0
2025-03-07,acct_00000142,3,1,1,1,0,0,0
2025-03-08,acct_00000142,3,1,1,1,0,1,0
2025-03-09,acct_00000142,3,1,1,1,0,1,0
2025-03-10,acct_00000142,3,1,1,1,0,1,0
2025-03-11,acct_00000142,2,1,1,1,0,1,0
2025-03-12,acct_00000142,2,1,1,1,0,1,0
2025-03-13,acct_00000142,1,0,1,0,0,1,0
2025-03-14,acct_00000142,1,0,1,0,0,1,0
2025-03-15,acct_00000142,1,0,1,0,0,1,0
2025-03-16,acct_00000142,0,0,0,0,0,1,0
2025-03-17,acct_00000142,0,0,0,0,0,1,0
2025-03-18,acct_00000142,0,0,0,0,0,1,0
2025-03-19,acct_00000142,1,1,0,1,0,1,0
2025-03-20,acct_00000142,2,1,0,1,0,1,0
2025-03-21,acct_00000142,3,2,0,2,1,1,0
2025-03-22,acct_00000142,3,2,0,2,1,1,0
2025-03-23,acct_00000142,3,2,0,2,1,1,0
2025-03-24,acct_00000142,3,2,1,2,1,1,0
2025-03-25,acct_00000142,4,3,1,3,1,1,0
2025-03-26,acct_00000142,3,2,2,2,1,1,0
2025-03-27,acct_00000142,3,2,2,2,1,1,0
2025-03-28,acct_00000142,2,1,2,1,0,1,0
2025-03-29,acct_00000142,3,2,3,2,0,1,0
2025-03-30,acct_00000142,3,2,3,2,0,1,0
2025-03-31,acct_00000142,4,3,2,3,0,1,0
2025-04-01,acct_00000142,3,2,2,2,0,1,0
2025-04-02,acct_00000142,3,2,1,2,0,1,0
2025-04-03,acct_00000142,3,2,2,2,0,1,0
2025-04-04,acct_00000142,3,2,2,2,0,1,0
2025-04-05,acct_00000142,3,2,2,2,0,1,0
2025-04-06,acct_00000142,3,2,2,2,0,1,0
2025-04-07,acct_00000142,2,1,2,1,0,1,0
2025-04-08,acct_00000142,2,2,2,2,0,0,0
2025-04-09,acct_00000142,2,2,2,2,0,0,0
2025-04-10,acct_00000142,2,2,1,2,0,0,0
2025-04-11,acct_00000142,2,2,1,2,0,0,0
2025-04-12,acct_00000142,1,1,0,1,0,0,0
2025-04-13,acct_00000142,1,1,0,1,0,0,0
2025-04-14,acct_00000142,1,1,0,1,0,0,0
2025-04-15,acct_00000142,3,2,0,2,2,0,0
2025-04-16,acct_00000142,3,2,0,2,2,0,0
2025-04-17,acct_00000142,3,2,0,2,2,0,0
2025-04-18,acct_00000142,3,2,0,2,2,0,0
2025-04-19,acct_00000142,3,2,0,2,2,0,0
2025-04-20,acct_00000142,3,2,0,2,2,0,0
2025-04-21,acct_00000142,3,2,0,2,2,0,0
2025-04-22,acct_00000142,1,0,0,0,0,0,0
2025-04-23,acct_00000142,1,0,0,0,0,0,0
2025-04-24,acct_00000142,0,0,0,0,0,0,0
2025-04-25,acct_00000142,0,0,0,0,0,0,0
2025-04-26,acct_00000142,0,0,0,0,0,0,0
2025-04-27,acct_00000142,0,0,0,0,0,0,0
2025-04-28,acct_00000142,0,0,0,0,0,0,0
2025-04-29,acct_00000142,0,0,0,0,0,0,0
2025-04-30,acct_00000142,0,0,0,0,0,0,0
2025-01-01,acct_00000143,0,0,0,0,0,0,0
2025-01-02,acct_00000143,0,0,0,0,0,0,0
2025-01-03,acct_00000143,0,0,0,0,0,0,0
2025-01-04,acct_00000143,0,0,0,0,0,0,0
2025-01-05,acct_00000143,0,0,0,0,0,0,0
2025-01-06,acct_00000143,0,0,0,0,0,0,0
2025-01-07,acct_00000143,0,0,0,0,0,0,0
2025-01-08,acct_00000143,0,0,0,0,0,0,0
2025-01-09,acct_00000143,0,0,0,0,0,0,0
2025-01-10,acct_00000143,0,0,0,0,0,0,0
2025-01-11,acct_00000143,0,0,0,0,0,0,0
2025-01-12,acct_00000143,0,0,0,0,0,0,0
2025-01-13,acct_00000143,0,0,0,0,0,0,0
2025-01-14,acct_00000143,0,0,0,0,0,0,0
2025-01-15,acct_00000143,0,0,0,0,0,0,0
2025-01-16,acct_00000143,0,0,0,0,0,0,0
2025-01-17,acct_00000143,0,0,0,0,0,0,0
2025-01-18,acct_00000143,0,0,0,0,0,0,0
2025-01-19,acct_00000143,0,0,0,0,0,0,0
2025-01-20,acct_00000143,0,0,0,0,0,0,0
2025-01-21,acct_00000143,0,0,0,0,0,0,0
2025-01-22,acct_00000143,0,0,0,0,0,0,0
2025-01-23,acct_00000143,0,0,0,0,0,0,0
2025-01-24,acct_00000143,0,0,0,0,0,0,0
2025-01-25,acct_00000143,0,0,0,0,0,0,0
2025-01-26,acct_00000143,0,0,0,0,0,0,0
2025-01-27,acct_00000143,0,0,0,0,0,0,0
2025-01-28,acct_00000143,0,0,0,0,0,0,0
2025-01-29,acct_00000143,0,0,0,0,0,0,0
2025-01-30,acct_00000143,0,0,0,0,0,0,0
2025-01-31,acct_00000143,0,0,0,0,0,0,0
2025-02-01,acct_00000143,0,0,0,0,0,0,0
2025-02-02,acct_00000143,0,0,0,0,0,0,0
2025-02-03,acct_00000143,0,0,0,0,0,0,0
2025-02-04,acct_00000143,0,0,0,0,0,0,0
2025-02-05,acct_00000143,0,0,0,0,0,0,0
2025-02-06,acct_00000143,0,0,0,0,0,0,0
2025-02-07,acct_00000143,0,0,0,0,0,0,0
2025-02-08,acct_00000143,0,0,0,0,0,0,0
2025-02-09,acct_00000143,1,0,0,0,0,0,0
2025-02-10,acct_00000143,1,0,0,0,0,0,0
2025-02-11,acct_00000143,1,0,0,0,0,0,0
2025-02-12,acct_00000143,1,0,0,0,0,0,0
2025-02-13,acct_00000143,1,1,0,1,0,0,0
2025-02-14,acct_00000143,2,2,1,2,0,0,0
2025-02-15,acct_00000143,2,2,1,2,0,0,0
2025-02-16,acct_00000143,3,2,1,2,0,0,0
